step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
525,TRANSFER,1038.2,C551250965,6577.2,5539.0,C549914283,5532.66,6580.86,0,0
518,PAYMENT,33.71,C305777353,7776.11,7742.4,M336363202,3293.53,3072.86,0,0
327,CASH_OUT,3129.01,C710555393,63000.59,59871.58,C188076585,1335.15,1270.86,0,0
285,CASH_OUT,1045.46,C684522708,9493.34,8447.88,C169966736,380.96,178.93,0,0
517,PAYMENT,260.67,C879995357,3828.73,3568.06,M309128025,465.6,195.21,0,0
542,PAYMENT,86.2,C996764763,272.73,186.53,M670606267,404.8,166.82,0,0
383,PAYMENT,198.83,C197655403,5784.22,5585.39,M247330273,2171.34,2048.46,0,0
380,CASH_OUT,12.66,C764730555,10433.59,10420.93,C394112724,426.14,418.6,0,0
685,PAYMENT,108.89,C701093466,1977.49,1853.6,M367114933,1834.79,1652.39,0,0
549,CASH_IN,761.34,C501984094,11868.86,11092.52,C943644131,10971.25,11732.59,0,0
60,CASH_OUT,17664.16,C186943551,17664.16,0.0,C380629145,1200.0,18864.16,1,0
23,CASH_IN,226.18,C750352453,1725.6,1499.43,C921029065,74.4,300.58,0,0
263,PAYMENT,296.99,C401952755,52794.23,52497.24,M853941813,178.54,177.25,0,0
107,PAYMENT,398.36,C988452179,3625.75,3227.39,M776638325,32613.88,32558.4,0,0
148,CASH_OUT,64.75,C850294856,17946.25,17906.49,C283197767,2226.08,1991.32,0,0
173,PAYMENT,366.36,C740560735,105424.64,105058.27,M248545031,15548.02,15408.52,0,0
471,PAYMENT,146.35,C435621000,27997.04,27850.69,M327364101,739.33,670.89,0,0
336,PAYMENT,2661.84,C220926067,10445.7,7783.86,M217693291,614.19,512.8,0,0
443,PAYMENT,669.86,C990310672,8530.99,7811.13,M835103906,371.24,165.7,0,0
77,CASH_OUT,760.57,C930507028,6054.65,5294.08,C955022535,2725.44,2654.1,0,0
266,DEBIT,241.63,C859315506,2789.36,2547.73,C917615130,897.9,786.85,0,0
577,PAYMENT,709.43,C966954528,1455.68,746.25,M893801697,6862.99,6744.78,0,0
71,TRANSFER,342.94,C829371899,11602.84,11244.9,C943456409,454.09,797.03,0,0
524,PAYMENT,228.64,C786995848,15564.45,15285.81,M572924587,323.74,48.14,0,0
247,CASH_OUT,10.99,C503687996,1713.64,1702.65,C995437486,19264.3,19191.13,0,0
641,PAYMENT,845.47,C166912993,5836.97,4991.5,M428361137,29424.77,29301.03,0,0
495,CASH_IN,190.19,C602077125,2950.13,2759.94,C601604579,1153.38,1343.57,0,0
623,TRANSFER,1025.65,C785271411,2178.95,1153.3,C532063379,927.86,1953.51,0,0
193,PAYMENT,658.25,C484707658,133690.73,133032.49,M406859884,230.55,158.19,0,0
493,CASH_OUT,48120.36,C518858865,48120.36,50.0,C125382718,0.0,0.0,1,0
21,PAYMENT,852.07,C693242047,3902.2,3050.13,M789406361,923.72,728.58,0,0
43,CASH_IN,29.28,C610313353,21699.29,21670.0,C299066625,2991.74,3021.02,0,0
464,TRANSFER,315.74,C957964397,2250.0,1934.27,C633329204,11690.64,12006.38,0,0
51,PAYMENT,2648.33,C427261665,8481.44,5833.11,M446271580,3638.31,3499.45,0,0
434,PAYMENT,100.07,C704685507,25036.63,24921.56,M142399726,55629.93,55462.13,0,0
695,TRANSFER,19.86,C160547870,358.34,338.48,C467000655,33953.38,33973.24,0,0
688,CASH_IN,244.78,C140575767,2436.08,2196.31,C387749706,2336.92,2561.7,0,0
655,PAYMENT,352.01,C719089073,42541.72,42214.7,M342895228,1173.73,896.39,0,0
507,CASH_OUT,1314.42,C644580296,6591.25,5276.84,C139740752,360.99,189.36,0,0
293,PAYMENT,261.27,C857339172,3865.28,3629.0,M473059144,4219.67,4215.15,0,0
246,CASH_OUT,174.74,C474372340,1699.89,1525.15,C439862987,3363.28,3356.77,0,0
141,PAYMENT,1094.43,C757461800,11917.24,10822.81,M912711304,320.03,168.26,0,0
451,PAYMENT,174.44,C697094293,2623.53,2474.09,M965825316,261.11,204.94,0,0
454,PAYMENT,154.69,C825430198,4763.03,4608.33,M224709069,200.54,138.68,0,0
240,PAYMENT,81.17,C263079642,5654.48,5573.31,M423931655,740.28,677.37,0,0
74,PAYMENT,1348.14,C111459541,7333.8,5985.66,M833955105,321.55,90.61,0,0
370,TRANSFER,419.36,C202195287,5146.33,4726.97,C655414851,16334.99,16754.34,0,0
640,CASH_OUT,201.34,C660328192,1934.19,1732.85,C560044742,9145.19,9053.82,0,0
417,CASH_OUT,268.55,C249334345,218334.38,218065.84,C193162384,2619.53,2422.17,0,0
373,TRANSFER,435.41,C242378132,1201.91,766.49,C667616704,452.95,888.37,0,0
535,CASH_IN,230.28,C740411483,2123.48,1893.21,C493207844,66.89,297.17,0,0
506,CASH_OUT,462.57,C153448746,1676.61,1214.03,C767025540,2414.07,2136.16,0,0
559,CASH_OUT,85.96,C257518366,13800.45,13714.49,C924125610,1218.83,967.46,0,0
679,CASH_IN,355.33,C775999502,111695.55,111340.22,C247064940,506.38,861.7,0,0
680,CASH_OUT,61.25,C563775592,505.9,444.65,C923031715,4344.1,4113.96,0,0
426,PAYMENT,430.92,C322609060,4117.21,3636.3,M445189735,453.57,450.11,0,0
395,PAYMENT,630.05,C533837064,9336.0,8705.95,M186582597,830.86,802.76,0,0
530,PAYMENT,187.13,C966007273,12773.16,12586.03,M208815440,1097.75,1094.56,0,0
315,CASH_OUT,112.34,C791587248,1107.28,994.94,C719971140,112780.85,112616.04,0,0
322,PAYMENT,212.37,C972522326,881.52,669.15,M313180818,3995.91,3894.93,0,0
398,PAYMENT,59.27,C376932817,1239.88,1180.6,M370465124,791.88,678.9,0,0
216,CASH_OUT,2294.69,C316991596,13100.86,10806.17,C954981982,1737.05,1567.87,0,0
533,PAYMENT,1883.83,C897675791,12978.99,11095.15,M515770729,4875.09,4710.22,0,0
344,CASH_OUT,61.14,C223592814,942.71,881.58,C361414720,2037.55,1944.3,0,0
651,CASH_OUT,474.55,C302256109,4253.78,3779.23,C749425221,28779.36,28701.27,0,0
28,CASH_OUT,217.84,C946181000,26356.5,26143.66,C829115409,1135.99,917.6,0,0
368,PAYMENT,33.05,C265629330,30593.85,30560.8,M595988512,1846.98,1644.66,0,0
309,PAYMENT,54.76,C528988735,1594.6,1539.84,M965993543,384.14,296.54,0,0
404,CASH_OUT,211.07,C766715620,10436.15,10210.08,C764612468,208.94,116.45,0,0
565,PAYMENT,98.42,C777943652,11124.53,11026.11,M924665514,1111.88,1029.38,0,0
351,CASH_OUT,4350.45,C624706290,94046.57,89696.11,C633513817,1083.87,892.12,0,0
439,TRANSFER,87.42,C871674511,4579.24,4491.81,C296474304,5313.92,5401.35,0,0
165,CASH_OUT,59.01,C842042792,3437.31,3403.3,C894820265,437.82,206.57,0,0
485,DEBIT,659.32,C441113202,2902.52,2243.2,C222161790,25.72,0.0,0,0
617,PAYMENT,7686.87,C299296220,36523.52,28836.65,M844329479,95.34,0.0,0,0
153,PAYMENT,292.79,C439096230,2543.38,2250.59,M251309737,1166.97,997.87,0,0
119,PAYMENT,245.41,C581358435,125157.29,124911.88,M111924161,1688.67,1426.24,0,0
207,TRANSFER,284.14,C228417184,4501.2,4217.06,C104552832,18493.5,18777.64,0,0
618,DEBIT,14.21,C367811989,651.32,637.11,C917790345,6371.48,6207.36,0,0
623,CASH_OUT,63.28,C996252669,881.33,818.06,C770947636,9107.93,8989.81,0,0
353,PAYMENT,970.25,C602451526,2503.39,1533.15,M547815405,1699.2,1541.19,0,0
692,CASH_OUT,104.58,C726884003,3712.73,3608.15,C960284254,744.67,724.9,0,0
709,PAYMENT,408.08,C308875613,2761.13,2353.05,M550388377,1268.03,1058.97,0,0
687,PAYMENT,563.88,C133910699,17227.2,16663.32,M725851589,315.34,298.29,0,0
202,PAYMENT,319.76,C233977300,2414.88,2095.12,M660098091,2702.33,2466.52,0,0
588,CASH_OUT,150.05,C474270931,4094.82,3944.77,C978779683,1109.09,1079.06,0,0
300,PAYMENT,146.94,C988342186,1973.89,1826.95,M154422148,295.18,263.24,0,0
232,TRANSFER,112.13,C156775514,2681.14,2569.02,C839721408,2369.79,2481.92,0,0
203,CASH_OUT,297.1,C764243598,2231.99,1934.9,C323666514,804.13,537.36,0,0
94,CASH_OUT,669.88,C328669062,10309.59,9639.71,C284986089,286.79,0.0,0,0
523,CASH_OUT,134.78,C462489128,913.87,779.09,C556700767,263.75,21.89,0,0
22,CASH_IN,260.3,C733188170,8599.55,8339.25,C726834465,73.7,334.0,0,0
485,PAYMENT,1178.16,C193672188,10759.06,9580.91,M902658881,368.25,117.9,0,0
570,TRANSFER,270.23,C359836480,2368.92,2098.69,C381406617,334.08,604.31,0,0
45,CASH_IN,406.13,C577839009,4241.51,3835.38,C755551830,689.02,1095.15,0,0
317,CASH_IN,251.51,C576025318,1497.78,1246.27,C633650644,2866.02,3117.53,0,0
110,CASH_OUT,74.21,C265252916,1071.29,997.08,C752234827,357.79,218.91,0,0
537,CASH_IN,158.48,C445598520,5207.61,5049.13,C947892614,73.4,231.87,0,0
390,CASH_OUT,1281.47,C797291982,3022.53,1691.06,C607183333,559.13,432.16,0,0
609,TRANSFER,280.68,C229476564,11899.92,11619.23,C878389739,948.62,1229.3,0,0
598,CASH_OUT,28.38,C855476067,500.04,471.66,C371690005,137.89,0.0,0,0
147,CASH_IN,1246.32,C443204648,9068.5,7807.18,C390103709,6567.11,7813.44,0,0
162,CASH_OUT,662.29,C244700014,8100.22,7437.94,C409481790,796.49,647.06,0,0
102,PAYMENT,339.59,C540529198,31947.4,31607.81,M234330742,28.05,0.0,0,0
14,PAYMENT,144.32,C119909172,6039.11,5894.79,M854344522,913.61,730.4,0,0
375,TRANSFER,199.41,C531106735,16435.66,16236.25,C179012664,182706.43,182905.83,0,0
256,CASH_OUT,295.36,C395035759,2463.05,2172.69,C439529602,407.86,134.67,0,0
112,PAYMENT,2948.73,C847104941,19741.6,16792.87,M232500256,199.98,124.65,0,0
380,PAYMENT,287.72,C258917466,2162.1,1874.39,M735898700,912.22,856.96,0,0
248,PAYMENT,522.75,C269084943,3828.8,3306.05,M742277769,2553.51,2544.09,0,0
270,CASH_OUT,190.88,C265959674,955.67,789.8,C645464150,2777.9,2699.65,0,0
619,CASH_OUT,107.8,C662576816,7569.02,7461.22,C412497197,19100.74,18920.05,0,0
472,CASH_OUT,206.3,C657962710,41031.93,40825.63,C289713176,1387.7,1331.86,0,0
548,CASH_OUT,78.45,C737885322,21578.31,21499.86,C183442212,210.56,0.0,0,0
643,PAYMENT,6040.28,C662512530,27492.81,21452.52,M694197755,1441.02,1252.08,0,0
701,PAYMENT,3249.25,C853427591,6450.93,3201.68,M838602753,102.52,0.0,0,0
361,PAYMENT,116.03,C371791440,2563.78,2472.74,M393494643,7654.22,7640.93,0,0
366,CASH_OUT,2170.16,C106965821,15559.78,13389.62,C843796585,573.17,282.37,0,0
529,PAYMENT,159.85,C647267133,1715.86,1556.02,M454407914,963.7,796.53,0,0
266,PAYMENT,273.86,C446213851,4586.19,4312.33,M142583425,2086.24,2084.53,0,0
609,CASH_OUT,216.8,C819497042,1493.22,1276.43,C926157395,1019.26,797.64,0,0
103,CASH_OUT,961.94,C146031492,4282.49,3320.55,C833490250,7357.43,7274.84,0,0
69,PAYMENT,1851.03,C788550961,16432.52,14531.49,M371961812,5864.23,5825.09,0,0
327,PAYMENT,3237.45,C928238262,16914.37,13676.91,M447700118,14488.94,14213.61,0,0
187,DEBIT,416.41,C663095325,4081.47,3665.05,C638117033,28804.49,28758.62,0,0
157,CASH_OUT,131.36,C266292995,1301.47,1170.11,C926051324,5527.54,5367.67,0,0
70,TRANSFER,1103.6,C455042295,5416.53,4312.92,C973237188,8701.29,9804.89,0,0
75,CASH_IN,217.06,C239109970,907.22,690.16,C144450456,1270.7,1487.76,0,0
94,PAYMENT,4245.26,C155031498,35741.12,31495.85,M977988724,2282.48,2164.89,0,0
637,CASH_OUT,26.71,C682356244,3182.34,3155.63,C521500189,1626.61,1587.61,0,0
466,TRANSFER,371.09,C501544855,1635.17,1264.08,C856675533,7993.16,8364.26,0,0
551,PAYMENT,606.55,C777188179,6688.98,6082.43,M451175113,6797.44,6605.54,0,0
230,CASH_OUT,594.7,C651621916,7175.07,6580.37,C507316454,15460.18,15299.69,0,0
707,CASH_OUT,253.73,C182510234,7851.07,7597.34,C382930907,141.12,82.57,0,0
661,CASH_OUT,907.69,C713972081,22757.04,21849.35,C945762261,4512.14,4407.9,0,0
213,TRANSFER,19504.15,C762327785,19504.15,50.0,C557965777,8000.0,0.0,1,0
427,CASH_OUT,458.01,C678739631,23657.39,23199.38,C166264485,2488.65,2287.27,0,0
652,CASH_IN,255.34,C354165478,1382.55,1127.21,C673239055,1933.65,2188.99,0,0
209,CASH_OUT,181.46,C486089825,3801.52,3605.06,C823996843,1500.87,1316.45,0,0
155,PAYMENT,3704.49,C495384719,30741.85,27022.36,M124055142,599.79,552.21,0,0
427,PAYMENT,157.32,C676498784,2900.28,2742.96,M798073163,406.64,375.25,0,0
328,PAYMENT,232.64,C728614807,1723.49,1490.85,M987678076,4096.37,4088.56,0,0
91,PAYMENT,216.14,C198440775,14487.6,14271.46,M415637102,163.82,16.07,0,0
327,CASH_OUT,878.41,C134650579,7409.15,6530.73,C968715933,5697.32,5444.19,0,0
228,PAYMENT,873.08,C941631406,9250.43,8377.35,M711333132,117.43,0.0,0,0
68,CASH_OUT,9296.11,C805903611,14301.71,5055.6,C286852678,0.0,9296.11,1,0
330,CASH_OUT,596.59,C959359360,7097.3,6500.7,C445639443,2196.25,2046.55,0,0
46,CASH_OUT,151.09,C874490678,1227.94,1076.85,C267918441,114.11,52.52,0,0
84,PAYMENT,991.31,C998631790,3780.19,2788.88,M240638480,769.26,743.44,0,0
431,CASH_IN,223.23,C895490902,10670.78,10447.55,C104281325,138.69,361.92,0,0
368,CASH_OUT,200.33,C853042804,1286.64,1086.32,C445785444,130.43,52.06,0,0
9,TRANSFER,120.41,C874807294,4624.62,4489.21,C886584417,1995.16,2115.57,0,0
627,PAYMENT,1012.97,C947914199,16465.52,15452.55,M672678004,1312.26,1145.61,0,0
279,CASH_OUT,793.38,C707366736,79245.97,78457.59,C455337720,29247.99,29125.91,0,0
147,PAYMENT,57.51,C214539822,16331.45,16273.93,M168393818,142.15,0.0,0,0
320,PAYMENT,1924.82,C603053896,11851.11,9911.29,M884153843,17449.51,17447.63,0,0
579,PAYMENT,764.45,C161157897,9068.96,8304.51,M155139194,677.28,502.8,0,0
397,CASH_IN,392.49,C213631808,1927.85,1535.36,C489939286,487.47,859.97,0,0
113,DEBIT,99.05,C529883185,720.4,621.35,C959106930,686.95,577.0,0,0
715,PAYMENT,1625.22,C553564388,1912.02,336.8,M415389140,0.0,1625.22,1,0
290,PAYMENT,341.16,C728405854,12058.31,11717.15,M648829780,82.02,0.0,0,0
101,PAYMENT,363.14,C223718062,3023.03,2659.89,M322657608,125.65,0.0,0,0
519,PAYMENT,31.85,C405138207,3036.17,3004.32,M108650960,1200.37,1170.72,0,0
6,PAYMENT,291.9,C721091143,230833.35,230541.45,M584824830,384.6,178.42,0,0
244,CASH_OUT,378.91,C298422323,10339.27,9960.37,C379529328,29136.8,29053.72,0,0
58,DEBIT,3202.72,C159878654,22559.07,19356.35,C774027891,1234.83,1089.39,0,0
317,TRANSFER,645.91,C372165109,6032.58,5386.67,C510593742,2152.61,2798.52,0,0
144,CASH_OUT,95.0,C533043517,3620.63,3525.63,C251468252,198.52,135.1,0,0
144,PAYMENT,3200.16,C718013075,44346.55,41146.39,M691911537,837.19,773.32,0,0
253,DEBIT,840.87,C414825873,6804.18,5988.31,C977146067,127.62,105.75,0,0
235,CASH_OUT,151.38,C797834632,3396.11,3244.73,C589381333,534.46,239.01,0,0
513,CASH_OUT,435.96,C901526721,5325.18,4889.23,C696226058,802.04,800.41,0,0
360,CASH_IN,454.3,C297480160,17732.03,17277.73,C811114868,2793.76,3248.06,0,0
434,CASH_OUT,404.15,C741250424,7142.84,6738.69,C471632652,9279.62,9018.43,0,0
677,PAYMENT,579.77,C910492272,5968.47,5388.7,M503176235,1810.26,1659.34,0,0
114,PAYMENT,117.84,C935263070,2466.93,2349.09,M498777632,16815.46,16515.59,0,0
659,CASH_OUT,2109.01,C553716725,23317.41,21208.4,C864201215,3191.05,2963.71,0,0
351,PAYMENT,144.4,C302511694,1139.53,995.13,M948493311,17916.79,17807.1,0,0
78,CASH_IN,230.5,C177929006,4677.31,4446.81,C433070588,1963.62,2194.12,0,0
205,PAYMENT,37.58,C529263959,389.6,352.02,M451677616,24458.99,24171.85,0,0
24,PAYMENT,3681.48,C541978508,18044.52,14363.05,M259861250,223.81,151.39,0,0
241,PAYMENT,199.29,C988283362,5257.03,5057.74,M439672427,311.58,221.97,0,0
143,CASH_OUT,250.89,C696535680,9692.36,9441.48,C623875900,678.07,620.52,0,0
208,CASH_IN,53.96,C975542125,11754.63,11700.66,C166643367,1300.83,1354.79,0,0
167,PAYMENT,1220.4,C340822038,7299.71,6104.3,M359568004,8133.21,7936.9,0,0
396,CASH_OUT,3000.57,C572172646,103633.33,100632.75,C883466553,1532.55,1357.75,0,0
149,CASH_IN,94.75,C911973618,2182.95,2088.2,C223138724,1750.05,1844.8,0,0
86,TRANSFER,419398.15,C563528612,419398.15,0.0,C198135813,0.0,0.0,1,1
192,PAYMENT,379.2,C317948378,4418.13,4038.93,M283378688,252.57,28.21,0,0
189,PAYMENT,1750.92,C362948020,13789.29,12038.37,M579581206,401.75,341.72,0,0
436,TRANSFER,1267.18,C914699536,32362.99,31095.81,C961498801,533.69,1800.87,0,0
281,CASH_IN,1453.16,C700502309,32152.84,30699.69,C594377213,12078.19,13511.35,0,0
673,CASH_OUT,67.06,C986906116,80232.27,80165.2,C509716183,3465.31,3313.08,0,0
549,CASH_IN,251.17,C144818635,23294.6,23043.42,C173349684,368.03,599.21,0,0
326,CASH_IN,344.56,C404118226,4235.33,3890.76,C561336921,11.41,355.98,0,0
370,CASH_IN,703.0,C686251623,4215.33,3512.33,C359414841,307.69,1010.69,0,0
5,CASH_OUT,321.44,C875863925,15488.16,15116.72,C803951031,987.29,787.49,0,0
7,PAYMENT,1384.97,C887568604,16137.82,14752.85,M898750963,3358.41,3264.25,0,0
337,PAYMENT,80.88,C780070226,2566.02,2435.14,M265685533,3858.8,3690.13,0,0
649,CASH_OUT,627.12,C922095683,4390.6,3763.48,C714622842,512.88,317.2,0,0
296,TRANSFER,12590.58,C367186456,29164.22,16573.63,C598583226,24448.36,37038.95,0,0
405,PAYMENT,515.42,C231364702,2373.82,1858.4,M307174034,179.63,29.92,0,0
582,PAYMENT,2061.56,C455557079,11541.11,9479.54,M615074436,524.37,261.88,0,0
230,TRANSFER,546.8,C368010280,6117.04,5570.24,C329237207,2315.05,2861.85,0,0
518,CASH_IN,629.01,C121756282,6851.82,6222.82,C985479450,1589.73,2218.74,0,0
237,CASH_OUT,198.4,C481455754,1294.04,1080.64,C368132236,192.41,57.63,0,0
594,CASH_IN,387.5,C357620934,3639.9,3252.4,C199812751,1219.62,1607.12,0,0
343,CASH_OUT,208.85,C346738215,2656.12,2447.27,C372161365,639.3,577.43,0,0
705,PAYMENT,1933.47,C384232668,7420.3,5486.83,M795479313,444.86,294.29,0,0
625,CASH_IN,11.64,C637616211,2382.98,2371.34,C680266983,3056.55,3068.19,0,0
487,PAYMENT,175.15,C977125419,1103.59,928.44,M574763613,8826.13,8718.28,0,0
197,PAYMENT,336.84,C335681777,5687.72,5350.88,M319062917,55.33,53.18,0,0
608,CASH_OUT,318.59,C448835268,95939.61,95621.02,C124307574,182.84,135.47,0,0
154,CASH_OUT,520.37,C536374881,4741.07,4220.7,C819712759,473.27,273.57,0,0
203,CASH_OUT,172.79,C613381520,6196.82,6024.03,C191884584,24184.16,24111.44,0,0
533,PAYMENT,187.71,C289239079,83816.48,83628.77,M714058845,5311.32,5277.27,0,0
559,CASH_OUT,6181.34,C204945413,39661.45,33505.11,C742853853,4122.94,3868.82,0,0
640,PAYMENT,520.57,C451347196,1351.45,830.88,M470701070,7027.07,6985.35,0,0
230,PAYMENT,1307.18,C582214123,24787.95,23480.77,M522599273,4197.93,4070.43,0,0
635,CASH_IN,825.15,C135483568,2677.04,1851.89,C456373791,33125.19,33950.34,0,0
425,CASH_IN,159.42,C928996553,3242.02,3082.6,C531959827,146.27,305.69,0,0
577,CASH_IN,59.56,C773474768,468.01,408.45,C340140204,1819.27,1878.83,0,0
674,DEBIT,2053.3,C787489204,23884.41,21831.11,C175754171,7753.64,7620.76,0,0
615,CASH_IN,930.4,C536749702,3436.3,2505.91,C907558913,7911.28,8841.68,0,0
280,PAYMENT,532.1,C723673233,7068.87,6536.77,M107320265,1564.85,1517.89,0,0
540,PAYMENT,269.11,C174933905,3644.67,3325.57,M491740146,182.02,115.44,0,0
514,PAYMENT,12.72,C710120632,4468.04,4455.31,M426233996,20603.17,20445.56,0,0
527,CASH_OUT,140.57,C247483065,2453.64,2313.08,C838714737,309.37,272.6,0,0
514,CASH_IN,361.79,C352673763,2576.86,2215.07,C760905585,10239.93,10601.73,0,0
664,PAYMENT,1367.58,C884250556,6230.63,4863.05,M110267780,379.4,259.39,0,0
342,PAYMENT,282.79,C699448121,6007.95,5725.16,M680390439,81.14,0.0,0,0
20,CASH_IN,15.07,C443701208,7033.21,7018.14,C859818302,524.77,539.83,0,0
552,PAYMENT,15257.12,C534393346,102817.42,87560.29,M558940026,809.31,628.67,0,0
161,TRANSFER,219.32,C321136986,7747.62,7528.3,C336208166,4133.19,4352.5,0,0
443,CASH_OUT,649.67,C715877192,13443.07,12793.4,C701141335,17.8,0.0,0,0
16,PAYMENT,436.19,C909180590,3699.62,3263.43,M826589212,26191.2,26189.11,0,0
236,PAYMENT,50.6,C559764933,23973.07,23922.47,M893434129,1922.36,1867.69,0,0
224,TRANSFER,216.85,C479648053,1323.85,1107.0,C363311242,3453.27,3670.12,0,0
682,PAYMENT,597.76,C325362617,4805.68,4207.92,M543110681,1337.29,1257.28,0,0
363,PAYMENT,189.81,C816553369,2978.78,2773.96,M515289180,2905.44,2842.02,0,0
453,CASH_IN,110.55,C643476350,8828.36,8717.81,C925405317,1405.75,1516.3,0,0
153,CASH_IN,84.95,C478710244,15795.44,15710.5,C283783873,3640.17,3725.11,0,0
544,CASH_OUT,820.52,C960629352,21464.88,20644.36,C771978082,5184.22,4920.94,0,0
281,CASH_OUT,11.68,C171851827,977.56,965.88,C400578773,217.38,108.97,0,0
445,PAYMENT,136.83,C669650799,2382.23,2245.4,M751748038,10220.37,10098.12,0,0
659,CASH_IN,466.84,C728861518,2659.86,2218.02,C379331654,246.28,713.12,0,0
474,CASH_OUT,477.62,C679430036,4703.44,4225.82,C863784353,303.09,129.25,0,0
511,PAYMENT,850.26,C348803738,3011.03,2160.78,M503320813,63561.54,63389.51,0,0
162,PAYMENT,1356.2,C324222450,5156.18,3784.98,M135585309,206.57,93.88,0,0
398,DEBIT,28.41,C189531544,1296.97,1268.57,C296799839,8622.43,8440.09,0,0
23,PAYMENT,25.13,C399625856,2112682.06,2112641.93,M826906976,18693.08,18422.61,0,0
374,PAYMENT,3397.07,C612373797,27801.89,24404.82,M237418754,120.18,10.99,0,0
237,CASH_OUT,430.64,C587632098,2411.46,1980.82,C448253403,6012.84,5920.71,0,0
147,CASH_OUT,448.71,C751166435,36807.98,36359.27,C468444120,6125.02,6120.47,0,0
469,CASH_OUT,2034.17,C295371897,15119.67,13085.5,C298002049,29748.59,29526.28,0,0
297,PAYMENT,7760.03,C271640105,28259.72,20499.69,M402623414,1812.06,1726.77,0,0
169,PAYMENT,106.82,C109907547,34525.26,34418.44,M979469219,72562.72,72347.43,0,0
22,CASH_OUT,770.43,C583827957,30630.15,29859.72,C105350126,33454.24,33327.68,0,0
262,CASH_IN,1130.95,C492609283,5560.09,4414.14,C336505339,19203.25,20334.2,0,0
298,PAYMENT,5582.67,C240041361,32834.14,27251.47,M724477899,10425.44,10132.65,0,0
265,PAYMENT,667.42,C938300354,40639.37,39971.96,M962174674,376.51,231.96,0,0
64,PAYMENT,171.0,C446934904,1049.38,878.38,M978214570,2738.08,2473.87,0,0
654,CASH_IN,5.0,C773142134,2450.53,2430.53,C497136260,53.24,58.24,0,0
212,PAYMENT,116.61,C325322436,3655.86,3539.25,M831767007,2012.26,1727.7,0,0
547,CASH_OUT,282.53,C577586994,13170.1,12887.57,C352651025,8215.46,7964.43,0,0
113,CASH_OUT,143.68,C787856455,2478.21,2334.54,C685129638,572.98,347.26,0,0
643,CASH_OUT,40332.81,C997815636,326404.36,286071.55,C710232983,3884.62,3601.25,0,0
236,PAYMENT,357.78,C324784328,15107.22,14749.45,M331698943,1640.82,1606.54,0,0
99,DEBIT,558.2,C775752204,5151.78,4593.59,C977850020,7041.77,6766.88,0,0
211,CASH_OUT,962.07,C376799676,1826.18,869.11,C706279397,490.56,414.05,0,0
204,PAYMENT,749.85,C979204912,5638.31,4888.46,M615563887,2725.35,2504.76,0,0
135,CASH_OUT,344.64,C101711406,7092.3,6747.66,C600495737,90.33,0.0,0,0
263,PAYMENT,3635.85,C104094294,41574.37,37938.52,M215672540,99316.12,99260.11,0,0
290,PAYMENT,75.17,C575775001,9624.89,9549.72,M890064119,9163.02,9135.21,0,0
195,PAYMENT,1748.03,C673043479,7826.17,6078.14,M499103180,50477.57,50297.24,0,0
376,PAYMENT,118.75,C865936714,7045.03,6926.28,M178594529,586.86,582.5,0,0
669,PAYMENT,1786.68,C467382885,7015.82,5229.14,M916426412,26.89,0.0,0,0
357,PAYMENT,50.48,C781810522,3617.78,3567.3,M635243081,1398.11,1266.86,0,0
589,CASH_OUT,116.82,C533615362,748.56,631.74,C745515173,8199.03,8064.37,0,0
635,CASH_IN,173.26,C355492214,597.1,423.83,C522494849,408.8,582.07,0,0
532,CASH_IN,690.3,C746515621,2256.8,1566.5,C677490360,655.68,1345.97,0,0
17,PAYMENT,400.7,C122196052,2131.32,1730.62,M134727198,496145.27,495993.54,0,0
333,CASH_IN,1084.78,C983711262,4101.44,3016.67,C471472372,990.27,2075.05,0,0
261,PAYMENT,733.59,C140655528,6606.43,5857.85,M305140649,18482.91,18207.0,0,0
583,PAYMENT,180.0,C867462855,842.29,662.29,M861980939,241.27,208.25,0,0
476,PAYMENT,112.78,C939434001,1584.05,1471.26,M305471656,7139.57,6878.06,0,0
16,PAYMENT,550.04,C507658491,5041.49,4491.46,M674742857,357.87,335.46,0,0
651,TRANSFER,6.08,C127461606,238.64,232.56,C109098447,999.86,1005.95,0,0
332,PAYMENT,638.08,C205590810,83863.7,83225.62,M139264397,763.18,577.71,0,0
318,PAYMENT,502.18,C598055052,9008.35,8506.16,M741877604,14459.35,14406.72,0,0
569,CASH_IN,37.37,C256724058,340100.46,340063.1,C875079673,133.69,171.06,0,0
353,PAYMENT,269.62,C453188869,2495.29,2225.68,M156176567,183.6,157.26,0,0
167,CASH_IN,5.0,C329689471,638.61,633.61,C411118518,2864.02,2869.02,0,0
530,PAYMENT,434.42,C271103538,2941.55,2507.13,M830967819,18.84,0.0,0,0
216,CASH_OUT,341.87,C677105528,53151.68,52814.81,C868725167,15434.37,15300.32,0,0
637,TRANSFER,769.9,C894728809,12909.61,12139.7,C940232287,23.18,793.08,0,0
84,CASH_OUT,96.55,C491615344,3354.71,3258.16,C635931572,294.85,197.36,0,0
640,CASH_OUT,14.23,C624387034,934.72,920.49,C479429166,1337.1,1083.81,0,0
419,CASH_OUT,53.98,C220715446,29323.76,29269.78,C539497983,744.44,714.13,0,0
191,PAYMENT,849.1,C743784687,11256.37,10407.27,M227338797,1014.52,969.8,0,0
